Customer ID;Age;Gender;Item Purchased;Category;Purchase Amount (USD);Country;Location;Size;Color;Season;Year;Review Rating;Subscription Status;Shipping Type;Promo Code Used;Previous Purchases;Payment Method;Discount value
856;70;Female;Socks;Clothing;76;USA;Oregon;L;Gold;Spring;2023;3.0;Yes;2-Day Shipping;Yes;nothing;Credit Card;10.0
857;55;Female;Shirt;Clothing;33;USA;Alaska;M;Gold;Summer;2023;3.5;Yes;Express;Yes;nothing;Debit Card;10.0
858;43;Female;Shorts;Clothing;60;USA;Missouri;L;Cyan;Fall;2023;3.0;Yes;Standard;Yes;nothing;Debit Card;50.0
859;19;Female;Jacket;Outerwear;26;USA;Oklahoma;L;Olive;Fall;2023;3.1;Yes;Free Shipping;No;33;Debit;0.0
860;47;Female;Hoodie;Clothing;73;USA;Wisconsin;M;Teal;Winter;2023;4.0;Yes;Next Day Air;No;nothing;Debit Card;0.0
861;26;Female;Shoes;Footwear;87;USA;South Carolina;M;Maroon;Spring;2023;4.1;Yes;Standard;Yes;3;Cash;10.0
862;46;Female;Skirt;Clothing;100;USA;Virginia;XL;Green;Spring;2023;3.3;Yes;2-Day Shipping;No;nothing;Credit Card;
863;19;Male;Coat;Outerwear;84;USA;Arkansas;M;Charcoal;Winter;2023;4.9;Yes;Standard;No;nothing;Debit;
864;49;;Sneakers;Footwear;41;USA;Vermont;M;Cyan;Summer;2023;3.9;Yes;Standard;No;nothing;Credit;
865;51;Female;Jeans;Clothing;59;USA;Kentucky;S;Charcoal;Winter;2023;3.9;Yes;Next Day Air;No;5;Credit;
866;64;Female;Blouse;Clothing;26;USA;Colorado;L;Charcoal;Winter;2023;4.8;Yes;Store Pickup;Yes;23;Debit Card;10.0
867;67;M;Sunglasses;Accessories;69;USA;New Mexico;M;Lavender;Summer;2023;2.7;Yes;Free Shipping;No;nothing;Credit;0.0
868;37;Male;Jacket;Outerwear;20;USA;Colorado;M;Turquoise;Spring;2023;3.1;Yes;Free Shipping;No;nothing;Bank Transfer;
869;40;Female;Dress;Clothing;83;USA;North Carolina;M;Green;Summer;2023;3.2;Yes;Next Day Air;No;nothing;Credit Card;
870;38;Male;Hat;Accessories;54;USA;New Hampshire;M;Silver;Spring;2023;2.7;Yes;2-Day Shipping;No;nothing;Credit;
871;66;Female;Hoodie;Clothing;66;USA;West Virginia;M;Blue;Fall;2023;2.5;Yes;Standard;No;nothing;Bank Transfer;0.0
872;47;Female;Handbag;Accessories;42;USA;Hawaii;M;Charcoal;Spring;2023;2.6;Yes;Next Day Air;Yes;nothing;Debit Card;10.0
873;56;;Jeans;Clothing;33;USA;North Dakota;M;Pink;Spring;2023;2.9;Yes;Standard;No;25;Cash;0.0
874;51;Female;Boots;Footwear;77;USA;Mississippi;M;Pink;Summer;2023;4.2;Yes;Free Shipping;Yes;24;Debit Card;10.0
875;25;Female;Jacket;Outerwear;65;USA;Maine;M;Magenta;Fall;2023;4.4;Yes;Free Shipping;No;nothing;Debit Card;0.0
876;0;Female;Sandals;Footwear;39;USA;North Dakota;L;Gray;Summer;2023;4.1;Yes;Free Shipping;No;nothing;Bank Transfer;
877;41;Female;Belt;Accessories;51;USA;Nebraska;L;Gray;Summer;2023;3.8;Yes;2-Day Shipping;No;nothing;Debit Card;0.0
878;64;;Handbag;Accessories;65;USA;Nebraska;M;Orange;Winter;2023;4.9;Yes;Next Day Air;No;nothing;Debit Card;0.0
879;23;Female;Sunglasses;Accessories;89;USA;Tennessee;S;Black;Summer;2023;4.9;Yes;Express;No;37;Debit Card;
880;62;Male;Skirt;Clothing;76;USA;Wyoming;S;Lavender;Spring;2023;4.1;Yes;Free Shipping;No;nothing;Debit;
881;39;Female;Backpack;Accessories;75;USA;Nevada;L;Red;Spring;2023;3.1;Yes;Express;No;nothing;Debit Card;0.0
882;52;Male;Sandals;Footwear;61;USA;South Carolina;M;Silver;Summer;2023;2.7;Yes;Next Day Air;No;nothing;Debit Card;
883;50;Female;Boots;Footwear;35;USA;Virginia;M;Cyan;Fall;2023;3.8;Yes;Next Day Air;Yes;37;Cash;10.0
884;28;;Sneakers;Footwear;37;USA;Pennsylvania;S;Gold;Fall;2023;4.3;Yes;Free Shipping;No;nothing;Bank Transfer;
885;67;Female;Skirt;Clothing;91;USA;Hawaii;L;Yellow;Winter;2023;4.1;Yes;Express;No;nothing;Bank Transfer;
886;41;Female;Dress;Clothing;99;USA;Ohio;L;Purple;Fall;2023;4.4;Yes;Free Shipping;No;nothing;Debit Card;0.0
887;19;Male;Shorts;Clothing;54;USA;Utah;S;Brown;Summer;2023;3.6;Yes;Express;No;nothing;Bank Transfer;
888;70;Male;Handbag;Accessories;47;USA;Minnesota;L;Turquoise;Winter;2023;3.3;Yes;2-Day Shipping;No;33;Credit;
889;49;Female;Scarf;Accessories;77;USA;New Hampshire;S;Gold;Spring;2023;3.6;Yes;Express;No;nothing;Cash;
890;59;Female;Belt;Accessories;84;USA;Arizona;S;Olive;Fall;2023;2.8;Yes;Free Shipping;No;50;Debit Card;
891;52;Female;Gloves;Accessories;51;USA;New York;S;Purple;Spring;2023;4.3;Yes;2-Day Shipping;Yes;nothing;Credit Card;10.0
892;20;Female;Skirt;Clothing;26;USA;Pennsylvania;S;Lavender;Summer;2023;3.9;Yes;Store Pickup;Yes;nothing;Cash;20.0
893;31;Female;Shorts;Clothing;64;USA;New Mexico;L;Gray;Summer;2023;2.7;Yes;Free Shipping;Yes;nothing;Debit Card;20.0
894;0;F;Backpack;Accessories;51;USA;Nebraska;M;Red;Spring;2023;4.7;Yes;Express;Yes;nothing;Debit Card;10.0
895;44;Female;Hoodie;Clothing;60;USA;Wyoming;L;Purple;Spring;2023;3.8;Yes;Free Shipping;No;nothing;Debit Card;
896;40;Female;Hat;Accessories;69;USA;Mississippi;XL;Olive;Spring;2023;4.7;Yes;Next Day Air;Yes;nothing;Debit Card;10.0
897;69;Male;Jewelry;Accessories;29;USA;Arkansas;M;Lavender;Spring;2023;4.7;Yes;Express;No;nothing;Cash;0.0
898;29;Male;Shirt;Clothing;91;USA;Illinois;M;Gray;Spring;2023;3.4;Yes;Express;No;nothing;Debit Card;
899;54;Female;Belt;Accessories;70;USA;Nevada;L;Red;Spring;2023;3.5;Yes;2-Day Shipping;Yes;nothing;Bank Transfer;10.0
900;65;Male;Sweater;Clothing;58;USA;Rhode Island;M;Peach;Summer;2023;4.0;Yes;Standard;No;nothing;Credit;0.0
901;54;F;Hat;Accessories;98;USA;West Virginia;L;Gray;Fall;2023;3.3;Yes;Free Shipping;Yes;42;Bank Transfer;10.0
902;0;Female;Scarf;Accessories;68;USA;Missouri;L;Violet;Summer;2023;4.7;Yes;2-Day Shipping;No;nothing;Cash;
903;43;Female;Hat;Accessories;44;USA;Kentucky;M;Beige;Summer;2023;2.8;Yes;Next Day Air;No;nothing;Cash;0.0
904;44;Female;Jacket;Outerwear;45;USA;Washington;M;Blue;Winter;2023;3.3;Yes;Express;No;nothing;Credit;
905;69;;T-shirt;Clothing;99;USA;Alaska;L;Magenta;Spring;2023;2.9;Yes;Free Shipping;No;nothing;Debit;
906;46;Female;Dress;Clothing;68;USA;Mississippi;S;Cyan;Spring;2023;2.8;Yes;Standard;No;nothing;Debit Card;
907;0;Male;Pants;Clothing;56;USA;South Carolina;M;Red;Spring;2023;4.2;Yes;Standard;No;nothing;Debit Card;0.0
908;32;Female;Sweater;Clothing;43;USA;Missouri;L;Cyan;Winter;2023;4.4;Yes;Express;Yes;nothing;Credit Card;10.0
909;26;Female;Sunglasses;Accessories;99;USA;New Jersey;M;Turquoise;Winter;2023;3.6;Yes;Free Shipping;Yes;nothing;Credit;10.0
910;61;Female;Belt;Accessories;56;USA;Louisiana;L;Silver;Fall;2023;2.7;Yes;Express;Yes;36;Credit;10.0
911;49;Female;Hoodie;Clothing;25;USA;South Carolina;S;Pink;Spring;2023;3.4;Yes;Express;No;nothing;Credit Card;
912;53;Female;Pants;Clothing;74;USA;Vermont;M;Black;Winter;2023;2.8;Yes;2-Day Shipping;No;nothing;Bank Transfer;0.0
913;24;Male;Hoodie;Clothing;56;USA;Arkansas;M;Green;Winter;2023;3.4;Yes;Next Day Air;Yes;nothing;Bank Transfer;10.0
914;37;Female;Sneakers;Footwear;47;USA;Utah;M;Yellow;Fall;2023;2.6;Yes;Next Day Air;No;nothing;Cash;0.0
915;43;Female;Dress;Clothing;67;USA;Washington;L;Purple;Summer;2023;4.1;Yes;Standard;No;nothing;Debit Card;
916;31;Female;Dress;Clothing;22;USA;Rhode Island;L;Purple;Winter;2023;2.9;Yes;Store Pickup;No;nothing;Credit Card;
917;49;Male;Jeans;Clothing;34;USA;Illinois;S;Blue;Spring;2023;2.7;Yes;Standard;No;nothing;Debit Card;0.0
918;69;Female;Sweater;Clothing;64;USA;Missouri;M;Maroon;Spring;2023;3.7;Yes;Standard;No;nothing;Bank Transfer;0.0
919;65;Female;Shorts;Clothing;42;USA;North Carolina;M;Orange;Spring;2023;4.3;Yes;2-Day Shipping;No;11;Cash;0.0
920;41;Male;Shirt;Clothing;82;USA;Massachusetts;L;Green;Winter;2023;2.6;Yes;2-Day Shipping;No;nothing;Debit Card;0.0
921;37;;Belt;Accessories;81;USA;Arkansas;XL;Gold;Summer;2023;4.3;Yes;Free Shipping;No;nothing;Cash;
922;70;F;Coat;Outerwear;24;USA;South Dakota;L;Silver;Summer;2023;4.1;Yes;Express;No;nothing;Cash;0.0
923;63;Female;Sneakers;Footwear;60;USA;Georgia;M;Cyan;Fall;2023;4.2;Yes;Standard;Yes;nothing;Credit Card;10.0
924;55;Female;Shirt;Clothing;24;USA;Arkansas;M;Silver;Spring;2023;4.2;Yes;2-Day Shipping;No;nothing;Cash;
925;52;Female;Socks;Clothing;78;USA;Kansas;XL;Beige;Winter;2023;3.1;Yes;Standard;Yes;nothing;Cash;10.0
926;22;Female;Jeans;Clothing;88;USA;Arizona;L;Teal;Winter;2023;4.9;Yes;Express;Yes;nothing;Cash;20.0
927;54;Female;Jeans;Clothing;63;USA;Massachusetts;XL;Green;Spring;2023;4.4;Yes;Express;No;11;Cash;0.0
928;28;Female;Sneakers;Footwear;78;USA;New Mexico;L;Black;Summer;2023;4.4;Yes;Standard;No;nothing;Debit Card;0.0
929;67;Female;Dress;Clothing;37;USA;Arkansas;XL;Yellow;Winter;2023;3.4;Yes;Store Pickup;No;nothing;Cash;
930;59;M;Boots;Footwear;94;USA;Nebraska;M;White;Fall;2023;4.5;Yes;2-Day Shipping;Yes;26;Debit Card;10.0
931;26;Female;T-shirt;Clothing;78;USA;Hawaii;L;Green;Fall;2023;4.5;Yes;Store Pickup;No;nothing;Credit Card;
932;24;Female;Coat;Outerwear;36;USA;Nebraska;M;Silver;Winter;2023;4.1;Yes;Standard;No;nothing;Bank Transfer;0.0
933;62;Female;Skirt;Clothing;24;USA;Indiana;L;Blue;Winter;2023;3.2;Yes;Standard;No;nothing;Debit Card;0.0
934;70;Male;Sneakers;Footwear;84;USA;Colorado;M;Magenta;Spring;2023;2.7;Yes;Store Pickup;No;nothing;Debit Card;0.0
935;0;Female;Jeans;Clothing;47;USA;Oregon;S;Yellow;Spring;2023;3.7;Yes;Express;No;nothing;Bank Transfer;0.0
936;58;;Hoodie;Clothing;51;USA;Ohio;L;White;Fall;2023;2.6;Yes;Store Pickup;No;2;Bank Transfer;0.0
937;31;Female;Shoes;Footwear;84;USA;Maine;M;Pink;Summer;2023;2.7;Yes;Free Shipping;Yes;28;Cash;10.0
938;32;Male;Shorts;Clothing;24;USA;Iowa;M;Magenta;Summer;2023;2.7;Yes;Express;No;nothing;Debit Card;0.0
939;36;Female;Blouse;Clothing;97;USA;Wisconsin;S;Teal;Fall;2023;4.8;Yes;Free Shipping;No;nothing;Debit Card;
940;25;Female;T-shirt;Clothing;89;USA;New York;L;Indigo;Winter;2023;4.8;Yes;Next Day Air;No;24;Credit Card;
941;48;Female;Belt;Accessories;44;USA;Colorado;S;Maroon;Spring;2023;2.6;Yes;Store Pickup;No;nothing;Credit;
942;39;Female;Handbag;Accessories;35;USA;Illinois;L;Black;Winter;2023;4.5;Yes;2-Day Shipping;No;38;Cash;0.0
943;26;Male;Dress;Clothing;91;USA;Arizona;M;Cyan;Winter;2023;3.2;Yes;Express;No;nothing;Cash;
944;32;Female;Hat;Accessories;63;USA;Oklahoma;L;Cyan;Winter;2023;3.8;Yes;Next Day Air;No;13;Debit Card;0.0
945;54;Female;Belt;Accessories;97;USA;Indiana;S;Gray;Spring;2023;4.8;Yes;Express;No;39;Cash;
946;38;F;Boots;Footwear;38;USA;Minnesota;M;Violet;Summer;2023;4.1;Yes;Store Pickup;No;nothing;Debit Card;0.0
947;46;Female;Coat;Outerwear;24;USA;Pennsylvania;XL;Blue;Spring;2023;2.8;Yes;Next Day Air;Yes;nothing;Cash;10.0
948;0;Female;Blouse;Clothing;32;USA;Indiana;M;Charcoal;Winter;2023;3.9;Yes;Store Pickup;No;6;Cash;
949;49;Female;Hat;Accessories;90;USA;Alabama;L;Olive;Summer;2023;4.9;Yes;Express;No;nothing;Debit Card;
950;33;Female;Jeans;Clothing;36;USA;Montana;M;Olive;Summer;2023;3.4;Yes;Standard;Yes;nothing;Debit Card;10.0
951;54;Female;Backpack;Accessories;37;USA;New Mexico;XL;Turquoise;Winter;2023;4.1;Yes;Free Shipping;No;30;Debit;
952;47;Male;Dress;Clothing;51;USA;Alaska;M;Cyan;Summer;2023;2.9;Yes;Express;No;nothing;Bank Transfer;
953;36;Female;Hat;Accessories;71;USA;Idaho;S;Red;Fall;2023;3.1;Yes;2-Day Shipping;No;nothing;Cash;
954;68;Female;Sunglasses;Accessories;50;USA;Utah;S;Cyan;Spring;2023;3.6;Yes;2-Day Shipping;No;nothing;Debit Card;0.0
955;60;Female;Hat;Accessories;74;USA;Louisiana;S;Turquoise;Fall;2023;3.5;Yes;Standard;No;nothing;Credit Card;0.0
956;55;M;Dress;Clothing;75;USA;Mississippi;L;Lavender;Summer;2023;3.4;Yes;Free Shipping;No;nothing;Debit;0.0
957;29;;Shirt;Clothing;99;USA;Mississippi;XL;Cyan;Spring;2023;2.9;Yes;2-Day Shipping;No;nothing;Debit Card;
958;38;Female;Scarf;Accessories;23;USA;Indiana;XL;Violet;Spring;2023;4.7;Yes;Store Pickup;No;nothing;Cash;0.0
959;70;M;Sneakers;Footwear;53;USA;Washington;XL;Beige;Winter;2023;4.4;Yes;Free Shipping;Yes;nothing;Credit Card;10.0
960;36;Male;Skirt;Clothing;99;USA;Nevada;M;Cyan;Spring;2023;2.6;Yes;Standard;No;nothing;Cash;0.0
961;18;F;Jewelry;Accessories;48;USA;Louisiana;XL;Indigo;Spring;2023;4.4;Yes;Standard;No;nothing;Debit Card;
962;62;Female;Boots;Footwear;72;USA;Pennsylvania;L;Olive;Fall;2023;3.7;Yes;Next Day Air;No;nothing;Debit Card;0.0
963;29;Female;Sunglasses;Accessories;64;USA;Michigan;L;Green;Spring;2023;4.4;Yes;Standard;Yes;nothing;Debit Card;50.0
964;21;Male;Boots;Footwear;63;USA;South Carolina;L;Green;Spring;2023;2.5;Yes;2-Day Shipping;Yes;nothing;Credit Card;10.0
965;42;;Sandals;Footwear;51;USA;Arizona;M;Beige;Spring;2023;2.6;Yes;Next Day Air;No;12;Debit Card;
966;43;Female;Boots;Footwear;55;USA;Delaware;L;Black;Spring;2023;5.0;Yes;Store Pickup;Yes;nothing;Credit Card;20.0
967;58;Female;Dress;Clothing;55;USA;Kentucky;M;Brown;Spring;2023;4.9;Yes;Express;Yes;nothing;Cash;10.0
968;27;Male;Hoodie;Clothing;26;USA;Georgia;S;Silver;Summer;2023;3.7;Yes;Store Pickup;Yes;nothing;Cash;50.0
969;57;Female;Shorts;Clothing;67;USA;North Carolina;L;Gray;Summer;2023;3.1;Yes;Next Day Air;Yes;48;Bank Transfer;10.0
970;40;Female;Coat;Outerwear;31;USA;California;S;Pink;Fall;2023;3.2;Yes;Express;Yes;37;Credit;10.0
971;45;Female;Jeans;Clothing;66;USA;California;S;Maroon;Winter;2023;4.4;Yes;Free Shipping;Yes;4;Cash;10.0
972;47;Female;Sunglasses;Accessories;67;USA;Indiana;M;Cyan;Summer;2023;4.3;Yes;Next Day Air;No;nothing;Credit Card;
973;61;Female;Sneakers;Footwear;61;USA;Colorado;L;Gold;Winter;2023;3.0;Yes;Standard;Yes;nothing;Credit Card;50.0
974;60;Female;Jacket;Outerwear;75;USA;Colorado;M;Teal;Fall;2023;3.5;Yes;2-Day Shipping;No;nothing;Bank Transfer;0.0
975;69;Male;Skirt;Clothing;90;USA;North Carolina;M;Beige;Spring;2023;3.6;Yes;2-Day Shipping;No;23;Bank Transfer;
976;58;Female;Sweater;Clothing;40;USA;Washington;M;Olive;Summer;2023;3.8;Yes;2-Day Shipping;No;2;Bank Transfer;0.0
977;34;Female;T-shirt;Clothing;90;USA;Florida;M;Gray;Fall;2023;3.6;Yes;Express;No;nothing;Credit Card;
978;20;Female;Belt;Accessories;20;USA;Washington;M;Black;Spring;2023;4.6;Yes;Express;No;nothing;Cash;
979;56;Female;Gloves;Accessories;40;USA;Colorado;M;Turquoise;Summer;2023;2.5;Yes;Standard;No;nothing;Credit Card;
980;64;Female;Hat;Accessories;33;USA;New Hampshire;S;Brown;Fall;2023;3.5;Yes;Store Pickup;No;nothing;Debit Card;0.0
981;56;Female;Boots;Footwear;98;USA;Maryland;S;Magenta;Spring;2023;4.0;Yes;Free Shipping;No;nothing;Cash;
982;27;Male;Belt;Accessories;42;USA;Maryland;M;Silver;Spring;2023;3.5;Yes;Next Day Air;No;nothing;Credit Card;0.0
983;35;Female;Coat;Outerwear;62;USA;Texas;S;Red;Summer;2023;3.2;Yes;Standard;No;nothing;Cash;0.0
984;24;Female;Hat;Accessories;45;USA;New Mexico;L;Indigo;Winter;2023;3.5;Yes;Free Shipping;No;40;Debit Card;
985;0;Female;Shoes;Footwear;78;USA;Utah;M;Green;Summer;2023;3.4;Yes;Free Shipping;Yes;nothing;Credit Card;10.0
986;32;Female;Handbag;Accessories;80;USA;West Virginia;M;Gray;Fall;2023;5.0;Yes;Express;No;nothing;Bank Transfer;0.0
987;54;Female;Scarf;Accessories;96;USA;Connecticut;S;Peach;Spring;2023;4.5;Yes;Store Pickup;No;36;Bank Transfer;0.0
988;62;Male;Handbag;Accessories;47;USA;West Virginia;M;Charcoal;Summer;2023;2.8;Yes;Express;No;48;Credit;0.0
989;50;Female;Pants;Clothing;84;USA;Ohio;M;Orange;Winter;2023;4.9;Yes;2-Day Shipping;No;47;Credit;0.0
990;70;Male;Shoes;Footwear;31;USA;Texas;M;Beige;Spring;2023;3.1;Yes;Store Pickup;No;nothing;Bank Transfer;
991;48;Male;Sunglasses;Accessories;63;USA;Washington;S;Yellow;Spring;2023;4.8;Yes;Store Pickup;No;nothing;Cash;0.0
992;20;Female;Shorts;Clothing;97;USA;Wisconsin;XL;White;Spring;2023;2.7;Yes;Standard;No;nothing;Bank Transfer;
993;46;Female;Jacket;Outerwear;99;USA;Louisiana;M;Gray;Winter;2023;4.6;Yes;Express;Yes;50;Debit Card;10.0
994;51;Male;Sandals;Footwear;90;USA;Iowa;M;Peach;Winter;2023;4.4;Yes;Store Pickup;No;nothing;Cash;0.0
995;53;Female;Shoes;Footwear;68;USA;New York;L;Violet;Fall;2023;3.2;Yes;Express;No;20;Debit Card;0.0
996;44;Male;Jewelry;Accessories;80;USA;Idaho;M;Magenta;Spring;2023;3.0;Yes;2-Day Shipping;No;nothing;Debit Card;
997;29;Male;Sandals;Footwear;91;USA;Delaware;L;Maroon;Summer;2023;4.9;Yes;Standard;No;32;Bank Transfer;0.0
998;64;Female;Pants;Clothing;30;USA;Kentucky;M;Cyan;Spring;2023;3.6;Yes;Express;Yes;nothing;Cash;50.0
999;51;Male;Shoes;Footwear;90;USA;Connecticut;M;White;Spring;2023;3.8;Yes;Next Day Air;Yes;48;Bank Transfer;10.0
1000;50;Male;Socks;Clothing;28;USA;New Mexico;L;Brown;Spring;2023;2.9;Yes;Standard;No;nothing;Debit Card;
1001;43;Male;Socks;Clothing;46;USA;Georgia;M;Red;Winter;2023;3.9;Yes;Express;No;nothing;Bank Transfer;0.0
1002;61;Female;Dress;Clothing;60;USA;Washington;M;Orange;Fall;2023;3.6;Yes;Standard;No;nothing;Debit Card;0.0
1003;55;Male;Shoes;Footwear;59;USA;North Dakota;M;White;Spring;2023;3.5;Yes;Store Pickup;No;nothing;Bank Transfer;0.0
1004;56;Female;Hat;Accessories;68;USA;Ohio;M;Green;Fall;2023;4.0;Yes;Store Pickup;Yes;3;Cash;10.0
1005;33;Male;Backpack;Accessories;79;USA;Tennessee;M;Black;Summer;2023;4.8;Yes;2-Day Shipping;No;nothing;Cash;0.0
1006;43;Female;Backpack;Accessories;94;USA;New York;M;Gold;Winter;2023;3.9;Yes;Store Pickup;No;5;Debit Card;
1007;21;Male;Pants;Clothing;83;USA;Michigan;S;Lavender;Summer;2023;4.5;Yes;Next Day Air;Yes;nothing;Debit Card;50.0
1008;58;Female;Gloves;Accessories;62;USA;Georgia;XL;Turquoise;Spring;2023;4.8;Yes;Standard;No;nothing;Credit Card;
1009;41;Female;Scarf;Accessories;85;USA;New Mexico;M;Pink;Spring;2023;2.6;Yes;Store Pickup;No;nothing;Cash;0.0
1010;39;Female;Hoodie;Clothing;30;USA;Louisiana;M;Silver;Summer;2023;3.1;Yes;Express;No;nothing;Debit Card;0.0
1011;54;F;Jeans;Clothing;24;USA;South Dakota;XL;Gray;Spring;2023;4.7;Yes;2-Day Shipping;Yes;37;Credit Card;10.0
1012;43;Female;Backpack;Accessories;25;USA;Montana;L;Indigo;Spring;2023;2.9;Yes;Next Day Air;No;nothing;Debit Card;0.0
1013;28;Male;Sandals;Footwear;37;USA;New Mexico;L;Teal;Summer;2023;3.8;Yes;Express;Yes;27;Credit Card;10.0
1014;59;Female;Belt;Accessories;69;USA;South Carolina;XL;Green;Summer;2023;3.8;Yes;2-Day Shipping;Yes;nothing;Debit Card;10.0
1015;28;Female;Shoes;Footwear;97;USA;Ohio;M;Violet;Summer;2023;3.0;Yes;Standard;No;nothing;Debit Card;
1016;68;Female;Gloves;Accessories;24;USA;North Carolina;M;Cyan;Summer;2023;4.1;Yes;Standard;No;nothing;Cash;0.0
1017;20;Female;Belt;Accessories;30;USA;Idaho;XL;Blue;Summer;2023;3.4;Yes;Express;No;15;Bank Transfer;0.0
1018;21;Female;Jacket;Outerwear;53;USA;Oklahoma;L;Orange;Fall;2023;2.5;Yes;Express;No;nothing;Credit Card;0.0
1019;50;Female;Dress;Clothing;70;USA;Georgia;XL;Charcoal;Spring;2023;4.9;Yes;Next Day Air;No;nothing;Cash;
1020;32;Female;Shirt;Clothing;76;USA;Kentucky;S;Beige;Winter;2023;2.8;Yes;Standard;No;33;Debit Card;
1021;24;Female;Scarf;Accessories;95;USA;Delaware;M;Black;Fall;2023;4.5;Yes;Express;No;nothing;Debit Card;0.0
1022;55;Male;Coat;Outerwear;51;USA;Massachusetts;S;Lavender;Winter;2023;4.9;Yes;2-Day Shipping;No;nothing;Debit;0.0
1023;0;Male;Handbag;Accessories;41;USA;Nebraska;M;Lavender;Winter;2023;4.9;Yes;Store Pickup;Yes;7;Cash;10.0
1024;61;Female;Sunglasses;Accessories;71;USA;Maine;S;Turquoise;Winter;2023;3.5;Yes;Free Shipping;No;29;Bank Transfer;
1025;28;;T-shirt;Clothing;66;USA;Pennsylvania;M;Purple;Summer;2023;3.5;Yes;Free Shipping;Yes;18;Debit Card;10.0
1026;60;F;Shirt;Clothing;84;USA;Nebraska;M;Olive;Winter;2023;4.9;Yes;Free Shipping;No;nothing;Credit Card;
1027;49;Male;Handbag;Accessories;95;USA;Virginia;L;Turquoise;Winter;2023;3.0;Yes;Express;No;nothing;Cash;0.0
1028;33;Female;Jewelry;Accessories;90;USA;Ohio;L;Teal;Summer;2023;2.8;Yes;Next Day Air;No;nothing;Cash;
1029;45;Female;Hoodie;Clothing;36;USA;Nebraska;S;Lavender;Summer;2023;3.7;Yes;Standard;No;nothing;Cash;0.0
1030;0;Male;Gloves;Accessories;22;USA;Ohio;M;Purple;Spring;2023;3.6;Yes;2-Day Shipping;Yes;33;Debit Card;10.0
1031;58;Male;Coat;Outerwear;89;USA;Kentucky;L;Blue;Winter;2023;3.3;Yes;Next Day Air;Yes;nothing;Debit Card;20.0
1032;22;Male;Sandals;Footwear;50;USA;Tennessee;M;Teal;Spring;2023;3.4;Yes;Free Shipping;No;nothing;Cash;
1033;55;;Boots;Footwear;36;USA;Maine;M;Lavender;Fall;2023;4.0;Yes;Free Shipping;No;nothing;Credit Card;0.0
1034;19;Female;Pants;Clothing;52;USA;Montana;S;Silver;Spring;2023;4.6;Yes;Free Shipping;No;41;Bank Transfer;
1035;68;Male;Socks;Clothing;29;USA;Maryland;M;Olive;Fall;2023;4.2;Yes;Next Day Air;No;nothing;Bank Transfer;0.0
1036;0;Male;Blouse;Clothing;89;USA;Georgia;M;Brown;Fall;2023;2.8;Yes;Express;No;nothing;Debit Card;0.0
1037;68;Female;Handbag;Accessories;47;USA;Hawaii;M;Yellow;Fall;2023;3.7;Yes;2-Day Shipping;No;nothing;Bank Transfer;0.0
1038;0;Male;Jewelry;Accessories;25;USA;Rhode Island;XL;Brown;Spring;2023;3.4;Yes;Standard;No;nothing;Debit Card;
1039;41;Male;Pants;Clothing;74;USA;Nebraska;XL;Cyan;Fall;2023;3.0;Yes;Express;No;nothing;Bank Transfer;0.0
1040;29;Female;Belt;Accessories;46;USA;Michigan;M;Magenta;Fall;2023;4.8;Yes;Standard;No;39;Debit Card;0.0
1041;68;Male;Jeans;Clothing;22;USA;North Carolina;S;Magenta;Fall;2023;4.0;Yes;Next Day Air;No;nothing;Cash;0.0
1042;36;Female;Shirt;Clothing;25;USA;Minnesota;M;Orange;Summer;2023;4.9;Yes;Next Day Air;No;nothing;Cash;0.0
1043;55;Female;Belt;Accessories;80;USA;Maryland;M;Maroon;Spring;2023;4.9;Yes;Next Day Air;Yes;nothing;Credit Card;10.0
1044;28;;Jeans;Clothing;76;USA;Hawaii;M;Green;Spring;2023;3.3;Yes;2-Day Shipping;No;nothing;Debit Card;0.0
1045;0;Female;Jeans;Clothing;30;USA;Oregon;L;Teal;Summer;2023;4.4;Yes;Next Day Air;Yes;nothing;Bank Transfer;20.0
1046;0;Male;Sweater;Clothing;79;USA;New Mexico;L;Black;Fall;2023;3.5;Yes;2-Day Shipping;No;11;Cash;0.0
1047;40;Female;Sneakers;Footwear;22;USA;Illinois;M;Magenta;Winter;2023;4.2;Yes;Standard;No;nothing;Debit Card;
1048;31;Female;Socks;Clothing;36;USA;Utah;S;Olive;Fall;2023;4.2;Yes;Standard;No;nothing;Credit Card;0.0
1049;30;Female;Socks;Clothing;77;USA;Maine;L;Yellow;Fall;2023;2.7;Yes;Standard;Yes;nothing;Debit Card;20.0
1050;45;Male;Sunglasses;Accessories;33;USA;Virginia;S;Purple;Fall;2023;2.8;Yes;Store Pickup;No;nothing;Cash;
1051;48;;Sneakers;Footwear;64;USA;Florida;M;Beige;Winter;2023;3.8;Yes;Next Day Air;No;nothing;Debit Card;0.0
1052;45;Female;Socks;Clothing;53;USA;Ohio;M;Indigo;Fall;2023;2.6;Yes;Free Shipping;No;nothing;Cash;0.0
1053;60;Female;Shoes;Footwear;36;USA;Virginia;XL;Pink;Fall;2023;3.0;Yes;2-Day Shipping;Yes;nothing;Credit Card;50.0
1054;59;Male;Blouse;Clothing;70;USA;Kansas;M;Blue;Spring;2023;3.3;No;2-Day Shipping;No;nothing;Debit Card;0.0
1055;18;Female;Shorts;Clothing;96;USA;Arkansas;L;Cyan;Winter;2023;4.9;No;Express;No;nothing;Debit;
